,trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,datetime,direction_id
0,47674111,04:50:00,04:50:00,80409,1,804 - Atlantic Station,0,0,2019-01-16 04:50:00,1
1,47674111,04:54:00,04:54:00,80408,2,804 - Atlantic Station,0,0,2019-01-16 04:54:00,1
2,47674111,04:58:00,04:58:00,80407,3,804 - Atlantic Station,0,0,2019-01-16 04:58:00,1
3,47674111,05:00:00,05:00:00,80406,4,804 - Atlantic Station,0,0,2019-01-16 05:00:00,1
4,47674111,05:02:00,05:02:00,80405,5,804 - Atlantic Station,0,0,2019-01-16 05:02:00,1
5,47674111,05:05:00,05:05:00,80404,6,804 - Atlantic Station,0,0,2019-01-16 05:05:00,1
6,47674111,05:09:00,05:09:00,80403,7,804 - Atlantic Station,0,0,2019-01-16 05:09:00,1
7,47674111,05:11:00,05:11:00,80402,8,804 - Atlantic Station,0,0,2019-01-16 05:11:00,1
8,47674111,05:13:00,05:13:00,80401,9,804 - Atlantic Station,0,0,2019-01-16 05:13:00,1
9,47674112,05:21:00,05:21:00,80401,1,804 - Azusa / Citrus,0,0,2019-01-16 05:21:00,0
10,47674112,05:23:00,05:23:00,80402,2,804 - Azusa / Citrus,0,0,2019-01-16 05:23:00,0
11,47674112,05:26:00,05:26:00,80403,3,804 - Azusa / Citrus,0,0,2019-01-16 05:26:00,0
12,47674112,05:31:00,05:31:00,80404,4,804 - Azusa / Citrus,0,0,2019-01-16 05:31:00,0
13,47674112,05:34:00,05:34:00,80405,5,804 - Azusa / Citrus,0,0,2019-01-16 05:34:00,0
14,47674112,05:35:00,05:35:00,80406,6,804 - Azusa / Citrus,0,0,2019-01-16 05:35:00,0
15,47674112,05:37:00,05:37:00,80407,7,804 - Azusa / Citrus,0,0,2019-01-16 05:37:00,0
16,47674112,05:41:00,05:41:00,80408,8,804 - Azusa / Citrus,0,0,2019-01-16 05:41:00,0
17,47674112,05:45:00,05:45:00,80409,9,804 - Azusa / Citrus,0,0,2019-01-16 05:45:00,0
18,47674112,05:47:00,05:47:00,80410,10,804 - Azusa / Citrus,0,0,2019-01-16 05:47:00,0
19,47674112,05:50:00,05:50:00,80411,11,804 - Azusa / Citrus,0,0,2019-01-16 05:50:00,0
20,47674112,05:52:00,05:52:00,80412,12,804 - Azusa / Citrus,0,0,2019-01-16 05:52:00,0
21,47674112,05:54:00,05:54:00,80413,13,804 - Azusa / Citrus,0,0,2019-01-16 05:54:00,0
22,47674112,05:58:00,05:58:00,80414,14,804 - Azusa / Citrus,0,0,2019-01-16 05:58:00,0
23,47674112,06:01:00,06:01:00,80415,15,804 - Azusa / Citrus,0,0,2019-01-16 06:01:00,0
24,47674112,06:04:00,06:04:00,80416,16,804 - Azusa / Citrus,0,0,2019-01-16 06:04:00,0
25,47674112,06:07:00,06:07:00,80417,17,804 - Azusa / Citrus,0,0,2019-01-16 06:07:00,0
26,47674112,06:08:00,06:08:00,80418,18,804 - Azusa / Citrus,0,0,2019-01-16 06:08:00,0
27,47674112,06:10:00,06:10:00,80419,19,804 - Azusa / Citrus,0,0,2019-01-16 06:10:00,0
28,47674112,06:12:00,06:12:00,80420,20,804 - Azusa / Citrus,0,0,2019-01-16 06:12:00,0
29,47674112,06:15:00,06:15:00,80421,21,804 - Azusa / Citrus,0,0,2019-01-16 06:15:00,0
30,47674112,06:20:00,06:20:00,80422,22,804 - Azusa / Citrus,0,0,2019-01-16 06:20:00,0
31,47674112,06:23:00,06:23:00,80423,23,804 - Azusa / Citrus,0,0,2019-01-16 06:23:00,0
32,47674112,06:26:00,06:26:00,80424,24,804 - Azusa / Citrus,0,0,2019-01-16 06:26:00,0
33,47674112,06:30:00,06:30:00,80425,25,804 - Azusa / Citrus,0,0,2019-01-16 06:30:00,0
34,47674112,06:32:00,06:32:00,80426,26,804 - Azusa / Citrus,0,0,2019-01-16 06:32:00,0
35,47674112,06:34:00,06:34:00,80427,27,804 - Azusa / Citrus,0,0,2019-01-16 06:34:00,0
36,47674113,05:35:00,05:35:00,80401,1,804 - Azusa / Citrus,0,0,2019-01-16 05:35:00,0
37,47674113,05:37:00,05:37:00,80402,2,804 - Azusa / Citrus,0,0,2019-01-16 05:37:00,0
38,47674113,05:40:00,05:40:00,80403,3,804 - Azusa / Citrus,0,0,2019-01-16 05:40:00,0
39,47674113,05:45:00,05:45:00,80404,4,804 - Azusa / Citrus,0,0,2019-01-16 05:45:00,0
40,47674113,05:48:00,05:48:00,80405,5,804 - Azusa / Citrus,0,0,2019-01-16 05:48:00,0
41,47674113,05:49:00,05:49:00,80406,6,804 - Azusa / Citrus,0,0,2019-01-16 05:49:00,0
42,47674113,05:51:00,05:51:00,80407,7,804 - Azusa / Citrus,0,0,2019-01-16 05:51:00,0
43,47674113,05:55:00,05:55:00,80408,8,804 - Azusa / Citrus,0,0,2019-01-16 05:55:00,0
44,47674113,05:59:00,05:59:00,80409,9,804 - Azusa / Citrus,0,0,2019-01-16 05:59:00,0
45,47674113,06:01:00,06:01:00,80410,10,804 - Azusa / Citrus,0,0,2019-01-16 06:01:00,0
46,47674113,06:04:00,06:04:00,80411,11,804 - Azusa / Citrus,0,0,2019-01-16 06:04:00,0
47,47674113,06:06:00,06:06:00,80412,12,804 - Azusa / Citrus,0,0,2019-01-16 06:06:00,0
48,47674113,06:08:00,06:08:00,80413,13,804 - Azusa / Citrus,0,0,2019-01-16 06:08:00,0
49,47674113,06:12:00,06:12:00,80414,14,804 - Azusa / Citrus,0,0,2019-01-16 06:12:00,0
50,47674113,06:15:00,06:15:00,80415,15,804 - Azusa / Citrus,0,0,2019-01-16 06:15:00,0
51,47674113,06:18:00,06:18:00,80416,16,804 - Azusa / Citrus,0,0,2019-01-16 06:18:00,0
52,47674113,06:21:00,06:21:00,80417,17,804 - Azusa / Citrus,0,0,2019-01-16 06:21:00,0
53,47674113,06:22:00,06:22:00,80418,18,804 - Azusa / Citrus,0,0,2019-01-16 06:22:00,0
54,47674113,06:24:00,06:24:00,80419,19,804 - Azusa / Citrus,0,0,2019-01-16 06:24:00,0
55,47674113,06:26:00,06:26:00,80420,20,804 - Azusa / Citrus,0,0,2019-01-16 06:26:00,0
56,47674113,06:29:00,06:29:00,80421,21,804 - Azusa / Citrus,0,0,2019-01-16 06:29:00,0
57,47674113,06:34:00,06:34:00,80422,22,804 - Azusa / Citrus,0,0,2019-01-16 06:34:00,0
58,47674113,06:37:00,06:37:00,80423,23,804 - Azusa / Citrus,0,0,2019-01-16 06:37:00,0
59,47674113,06:40:00,06:40:00,80424,24,804 - Azusa / Citrus,0,0,2019-01-16 06:40:00,0
60,47674113,06:44:00,06:44:00,80425,25,804 - Azusa / Citrus,0,0,2019-01-16 06:44:00,0
61,47674113,06:46:00,06:46:00,80426,26,804 - Azusa / Citrus,0,0,2019-01-16 06:46:00,0
62,47674113,06:48:00,06:48:00,80427,27,804 - Azusa / Citrus,0,0,2019-01-16 06:48:00,0
63,47674114,20:57:00,20:57:00,80401,1,804 - Union Station / Downtown LA,0,0,2019-01-16 20:57:00,0
64,47674114,20:59:00,20:59:00,80402,2,804 - Union Station / Downtown LA,0,0,2019-01-16 20:59:00,0
65,47674114,21:02:00,21:02:00,80403,3,804 - Union Station / Downtown LA,0,0,2019-01-16 21:02:00,0
66,47674114,21:07:00,21:07:00,80404,4,804 - Union Station / Downtown LA,0,0,2019-01-16 21:07:00,0
67,47674114,21:10:00,21:10:00,80405,5,804 - Union Station / Downtown LA,0,0,2019-01-16 21:10:00,0
68,47674114,21:11:00,21:11:00,80406,6,804 - Union Station / Downtown LA,0,0,2019-01-16 21:11:00,0
69,47674114,21:13:00,21:13:00,80407,7,804 - Union Station / Downtown LA,0,0,2019-01-16 21:13:00,0
70,47674114,21:17:00,21:17:00,80408,8,804 - Union Station / Downtown LA,0,0,2019-01-16 21:17:00,0
71,47674114,21:21:00,21:21:00,80409,9,804 - Union Station / Downtown LA,0,0,2019-01-16 21:21:00,0
72,47674115,13:18:00,13:18:00,80401,1,804 - Azusa / Citrus,0,0,2019-01-16 13:18:00,0
73,47674115,13:20:00,13:20:00,80402,2,804 - Azusa / Citrus,0,0,2019-01-16 13:20:00,0
74,47674115,13:23:00,13:23:00,80403,3,804 - Azusa / Citrus,0,0,2019-01-16 13:23:00,0
75,47674115,13:28:00,13:28:00,80404,4,804 - Azusa / Citrus,0,0,2019-01-16 13:28:00,0
76,47674115,13:31:00,13:31:00,80405,5,804 - Azusa / Citrus,0,0,2019-01-16 13:31:00,0
77,47674115,13:32:00,13:32:00,80406,6,804 - Azusa / Citrus,0,0,2019-01-16 13:32:00,0
78,47674115,13:34:00,13:34:00,80407,7,804 - Azusa / Citrus,0,0,2019-01-16 13:34:00,0
79,47674115,13:38:00,13:38:00,80408,8,804 - Azusa / Citrus,0,0,2019-01-16 13:38:00,0
80,47674115,13:42:00,13:42:00,80409,9,804 - Azusa / Citrus,0,0,2019-01-16 13:42:00,0
81,47674115,13:44:00,13:44:00,80410,10,804 - Azusa / Citrus,0,0,2019-01-16 13:44:00,0
82,47674115,13:47:00,13:47:00,80411,11,804 - Azusa / Citrus,0,0,2019-01-16 13:47:00,0
83,47674115,13:49:00,13:49:00,80412,12,804 - Azusa / Citrus,0,0,2019-01-16 13:49:00,0
84,47674115,13:51:00,13:51:00,80413,13,804 - Azusa / Citrus,0,0,2019-01-16 13:51:00,0
85,47674115,13:55:00,13:55:00,80414,14,804 - Azusa / Citrus,0,0,2019-01-16 13:55:00,0
86,47674115,13:58:00,13:58:00,80415,15,804 - Azusa / Citrus,0,0,2019-01-16 13:58:00,0
87,47674115,14:01:00,14:01:00,80416,16,804 - Azusa / Citrus,0,0,2019-01-16 14:01:00,0
88,47674115,14:04:00,14:04:00,80417,17,804 - Azusa / Citrus,0,0,2019-01-16 14:04:00,0
89,47674115,14:05:00,14:05:00,80418,18,804 - Azusa / Citrus,0,0,2019-01-16 14:05:00,0
90,47674115,14:07:00,14:07:00,80419,19,804 - Azusa / Citrus,0,0,2019-01-16 14:07:00,0
91,47674115,14:09:00,14:09:00,80420,20,804 - Azusa / Citrus,0,0,2019-01-16 14:09:00,0
92,47674115,14:12:00,14:12:00,80421,21,804 - Azusa / Citrus,0,0,2019-01-16 14:12:00,0
93,47674115,14:17:00,14:17:00,80422,22,804 - Azusa / Citrus,0,0,2019-01-16 14:17:00,0
94,47674115,14:20:00,14:20:00,80423,23,804 - Azusa / Citrus,0,0,2019-01-16 14:20:00,0
95,47674115,14:23:00,14:23:00,80424,24,804 - Azusa / Citrus,0,0,2019-01-16 14:23:00,0
96,47674115,14:27:00,14:27:00,80425,25,804 - Azusa / Citrus,0,0,2019-01-16 14:27:00,0
97,47674115,14:29:00,14:29:00,80426,26,804 - Azusa / Citrus,0,0,2019-01-16 14:29:00,0
98,47674115,14:31:00,14:31:00,80427,27,804 - Azusa / Citrus,0,0,2019-01-16 14:31:00,0
99,47674116,10:30:00,10:30:00,80401,1,804 - Azusa / Citrus,0,0,2019-01-16 10:30:00,0
100,47674116,10:32:00,10:32:00,80402,2,804 - Azusa / Citrus,0,0,2019-01-16 10:32:00,0
101,47674116,10:35:00,10:35:00,80403,3,804 - Azusa / Citrus,0,0,2019-01-16 10:35:00,0
102,47674116,10:40:00,10:40:00,80404,4,804 - Azusa / Citrus,0,0,2019-01-16 10:40:00,0
103,47674116,10:43:00,10:43:00,80405,5,804 - Azusa / Citrus,0,0,2019-01-16 10:43:00,0
104,47674116,10:44:00,10:44:00,80406,6,804 - Azusa / Citrus,0,0,2019-01-16 10:44:00,0
105,47674116,10:46:00,10:46:00,80407,7,804 - Azusa / Citrus,0,0,2019-01-16 10:46:00,0
106,47674116,10:50:00,10:50:00,80408,8,804 - Azusa / Citrus,0,0,2019-01-16 10:50:00,0
107,47674116,10:54:00,10:54:00,80409,9,804 - Azusa / Citrus,0,0,2019-01-16 10:54:00,0
108,47674116,10:56:00,10:56:00,80410,10,804 - Azusa / Citrus,0,0,2019-01-16 10:56:00,0
109,47674116,10:59:00,10:59:00,80411,11,804 - Azusa / Citrus,0,0,2019-01-16 10:59:00,0
110,47674116,11:01:00,11:01:00,80412,12,804 - Azusa / Citrus,0,0,2019-01-16 11:01:00,0
111,47674116,11:03:00,11:03:00,80413,13,804 - Azusa / Citrus,0,0,2019-01-16 11:03:00,0
112,47674116,11:07:00,11:07:00,80414,14,804 - Azusa / Citrus,0,0,2019-01-16 11:07:00,0
113,47674116,11:10:00,11:10:00,80415,15,804 - Azusa / Citrus,0,0,2019-01-16 11:10:00,0
114,47674116,11:13:00,11:13:00,80416,16,804 - Azusa / Citrus,0,0,2019-01-16 11:13:00,0
115,47674116,11:16:00,11:16:00,80417,17,804 - Azusa / Citrus,0,0,2019-01-16 11:16:00,0
116,47674116,11:17:00,11:17:00,80418,18,804 - Azusa / Citrus,0,0,2019-01-16 11:17:00,0
117,47674116,11:19:00,11:19:00,80419,19,804 - Azusa / Citrus,0,0,2019-01-16 11:19:00,0
118,47674116,11:21:00,11:21:00,80420,20,804 - Azusa / Citrus,0,0,2019-01-16 11:21:00,0
119,47674116,11:24:00,11:24:00,80421,21,804 - Azusa / Citrus,0,0,2019-01-16 11:24:00,0
120,47674116,11:29:00,11:29:00,80422,22,804 - Azusa / Citrus,0,0,2019-01-16 11:29:00,0
121,47674116,11:32:00,11:32:00,80423,23,804 - Azusa / Citrus,0,0,2019-01-16 11:32:00,0
122,47674116,11:35:00,11:35:00,80424,24,804 - Azusa / Citrus,0,0,2019-01-16 11:35:00,0
123,47674116,11:39:00,11:39:00,80425,25,804 - Azusa / Citrus,0,0,2019-01-16 11:39:00,0
124,47674116,11:41:00,11:41:00,80426,26,804 - Azusa / Citrus,0,0,2019-01-16 11:41:00,0
125,47674116,11:43:00,11:43:00,80427,27,804 - Azusa / Citrus,0,0,2019-01-16 11:43:00,0
126,47674117,06:39:00,06:39:00,80427,1,804 - Atlantic Station,0,0,2019-01-16 06:39:00,1
127,47674117,06:41:00,06:41:00,80426,2,804 - Atlantic Station,0,0,2019-01-16 06:41:00,1
128,47674117,06:43:00,06:43:00,80425,3,804 - Atlantic Station,0,0,2019-01-16 06:43:00,1
129,47674117,06:46:00,06:46:00,80424,4,804 - Atlantic Station,0,0,2019-01-16 06:46:00,1
130,47674117,06:50:00,06:50:00,80423,5,804 - Atlantic Station,0,0,2019-01-16 06:50:00,1
131,47674117,06:53:00,06:53:00,80422,6,804 - Atlantic Station,0,0,2019-01-16 06:53:00,1
132,47674117,06:58:00,06:58:00,80421,7,804 - Atlantic Station,0,0,2019-01-16 06:58:00,1
133,47674117,07:01:00,07:01:00,80420,8,804 - Atlantic Station,0,0,2019-01-16 07:01:00,1
134,47674117,07:03:00,07:03:00,80419,9,804 - Atlantic Station,0,0,2019-01-16 07:03:00,1
135,47674117,07:05:00,07:05:00,80418,10,804 - Atlantic Station,0,0,2019-01-16 07:05:00,1
136,47674117,07:06:00,07:06:00,80417,11,804 - Atlantic Station,0,0,2019-01-16 07:06:00,1
137,47674117,07:08:00,07:08:00,80416,12,804 - Atlantic Station,0,0,2019-01-16 07:08:00,1
138,47674117,07:11:00,07:11:00,80415,13,804 - Atlantic Station,0,0,2019-01-16 07:11:00,1
139,47674117,07:15:00,07:15:00,80414,14,804 - Atlantic Station,0,0,2019-01-16 07:15:00,1
140,47674117,07:18:00,07:18:00,80413,15,804 - Atlantic Station,0,0,2019-01-16 07:18:00,1
141,47674117,07:20:00,07:20:00,80412,16,804 - Atlantic Station,0,0,2019-01-16 07:20:00,1
142,47674117,07:22:00,07:22:00,80411,17,804 - Atlantic Station,0,0,2019-01-16 07:22:00,1
143,47674117,07:25:00,07:25:00,80410,18,804 - Atlantic Station,0,0,2019-01-16 07:25:00,1
144,47674117,07:27:00,07:27:00,80409,19,804 - Atlantic Station,0,0,2019-01-16 07:27:00,1
145,47674117,07:31:00,07:31:00,80408,20,804 - Atlantic Station,0,0,2019-01-16 07:31:00,1
146,47674117,07:35:00,07:35:00,80407,21,804 - Atlantic Station,0,0,2019-01-16 07:35:00,1
147,47674117,07:37:00,07:37:00,80406,22,804 - Atlantic Station,0,0,2019-01-16 07:37:00,1
148,47674117,07:39:00,07:39:00,80405,23,804 - Atlantic Station,0,0,2019-01-16 07:39:00,1
149,47674117,07:42:00,07:42:00,80404,24,804 - Atlantic Station,0,0,2019-01-16 07:42:00,1
150,47674117,07:46:00,07:46:00,80403,25,804 - Atlantic Station,0,0,2019-01-16 07:46:00,1
151,47674117,07:48:00,07:48:00,80402,26,804 - Atlantic Station,0,0,2019-01-16 07:48:00,1
152,47674117,07:50:00,07:50:00,80401,27,804 - Atlantic Station,0,0,2019-01-16 07:50:00,1
153,47674118,09:14:00,09:14:00,80427,1,804 - Atlantic Station,0,0,2019-01-16 09:14:00,1
154,47674118,09:16:00,09:16:00,80426,2,804 - Atlantic Station,0,0,2019-01-16 09:16:00,1
155,47674118,09:18:00,09:18:00,80425,3,804 - Atlantic Station,0,0,2019-01-16 09:18:00,1
156,47674118,09:21:00,09:21:00,80424,4,804 - Atlantic Station,0,0,2019-01-16 09:21:00,1
157,47674118,09:25:00,09:25:00,80423,5,804 - Atlantic Station,0,0,2019-01-16 09:25:00,1
158,47674118,09:28:00,09:28:00,80422,6,804 - Atlantic Station,0,0,2019-01-16 09:28:00,1
159,47674118,09:33:00,09:33:00,80421,7,804 - Atlantic Station,0,0,2019-01-16 09:33:00,1
160,47674118,09:36:00,09:36:00,80420,8,804 - Atlantic Station,0,0,2019-01-16 09:36:00,1
161,47674118,09:38:00,09:38:00,80419,9,804 - Atlantic Station,0,0,2019-01-16 09:38:00,1
162,47674118,09:40:00,09:40:00,80418,10,804 - Atlantic Station,0,0,2019-01-16 09:40:00,1
163,47674118,09:41:00,09:41:00,80417,11,804 - Atlantic Station,0,0,2019-01-16 09:41:00,1
164,47674118,09:43:00,09:43:00,80416,12,804 - Atlantic Station,0,0,2019-01-16 09:43:00,1
165,47674118,09:46:00,09:46:00,80415,13,804 - Atlantic Station,0,0,2019-01-16 09:46:00,1
166,47674118,09:50:00,09:50:00,80414,14,804 - Atlantic Station,0,0,2019-01-16 09:50:00,1
167,47674118,09:53:00,09:53:00,80413,15,804 - Atlantic Station,0,0,2019-01-16 09:53:00,1
168,47674118,09:55:00,09:55:00,80412,16,804 - Atlantic Station,0,0,2019-01-16 09:55:00,1
169,47674118,09:57:00,09:57:00,80411,17,804 - Atlantic Station,0,0,2019-01-16 09:57:00,1
170,47674118,10:00:00,10:00:00,80410,18,804 - Atlantic Station,0,0,2019-01-16 10:00:00,1
171,47674118,10:02:00,10:02:00,80409,19,804 - Atlantic Station,0,0,2019-01-16 10:02:00,1
172,47674118,10:06:00,10:06:00,80408,20,804 - Atlantic Station,0,0,2019-01-16 10:06:00,1
173,47674118,10:10:00,10:10:00,80407,21,804 - Atlantic Station,0,0,2019-01-16 10:10:00,1
174,47674118,10:12:00,10:12:00,80406,22,804 - Atlantic Station,0,0,2019-01-16 10:12:00,1
175,47674118,10:14:00,10:14:00,80405,23,804 - Atlantic Station,0,0,2019-01-16 10:14:00,1
176,47674118,10:17:00,10:17:00,80404,24,804 - Atlantic Station,0,0,2019-01-16 10:17:00,1
177,47674118,10:21:00,10:21:00,80403,25,804 - Atlantic Station,0,0,2019-01-16 10:21:00,1
178,47674118,10:23:00,10:23:00,80402,26,804 - Atlantic Station,0,0,2019-01-16 10:23:00,1
179,47674118,10:25:00,10:25:00,80401,27,804 - Atlantic Station,0,0,2019-01-16 10:25:00,1
180,47674119,06:53:00,06:53:00,80427,1,804 - Atlantic Station,0,0,2019-01-16 06:53:00,1
181,47674119,06:55:00,06:55:00,80426,2,804 - Atlantic Station,0,0,2019-01-16 06:55:00,1
182,47674119,06:57:00,06:57:00,80425,3,804 - Atlantic Station,0,0,2019-01-16 06:57:00,1
183,47674119,07:00:00,07:00:00,80424,4,804 - Atlantic Station,0,0,2019-01-16 07:00:00,1
184,47674119,07:04:00,07:04:00,80423,5,804 - Atlantic Station,0,0,2019-01-16 07:04:00,1
185,47674119,07:07:00,07:07:00,80422,6,804 - Atlantic Station,0,0,2019-01-16 07:07:00,1
186,47674119,07:12:00,07:12:00,80421,7,804 - Atlantic Station,0,0,2019-01-16 07:12:00,1
187,47674119,07:15:00,07:15:00,80420,8,804 - Atlantic Station,0,0,2019-01-16 07:15:00,1
188,47674119,07:17:00,07:17:00,80419,9,804 - Atlantic Station,0,0,2019-01-16 07:17:00,1
189,47674119,07:19:00,07:19:00,80418,10,804 - Atlantic Station,0,0,2019-01-16 07:19:00,1
190,47674119,07:20:00,07:20:00,80417,11,804 - Atlantic Station,0,0,2019-01-16 07:20:00,1
191,47674119,07:22:00,07:22:00,80416,12,804 - Atlantic Station,0,0,2019-01-16 07:22:00,1
192,47674119,07:25:00,07:25:00,80415,13,804 - Atlantic Station,0,0,2019-01-16 07:25:00,1
193,47674119,07:29:00,07:29:00,80414,14,804 - Atlantic Station,0,0,2019-01-16 07:29:00,1
194,47674119,07:32:00,07:32:00,80413,15,804 - Atlantic Station,0,0,2019-01-16 07:32:00,1
195,47674119,07:34:00,07:34:00,80412,16,804 - Atlantic Station,0,0,2019-01-16 07:34:00,1
196,47674119,07:36:00,07:36:00,80411,17,804 - Atlantic Station,0,0,2019-01-16 07:36:00,1
197,47674119,07:39:00,07:39:00,80410,18,804 - Atlantic Station,0,0,2019-01-16 07:39:00,1
198,47674119,07:41:00,07:41:00,80409,19,804 - Atlantic Station,0,0,2019-01-16 07:41:00,1
199,47674119,07:45:00,07:45:00,80408,20,804 - Atlantic Station,0,0,2019-01-16 07:45:00,1
200,47674119,07:49:00,07:49:00,80407,21,804 - Atlantic Station,0,0,2019-01-16 07:49:00,1
201,47674119,07:51:00,07:51:00,80406,22,804 - Atlantic Station,0,0,2019-01-16 07:51:00,1
202,47674119,07:53:00,07:53:00,80405,23,804 - Atlantic Station,0,0,2019-01-16 07:53:00,1
203,47674119,07:56:00,07:56:00,80404,24,804 - Atlantic Station,0,0,2019-01-16 07:56:00,1
204,47674119,08:00:00,08:00:00,80403,25,804 - Atlantic Station,0,0,2019-01-16 08:00:00,1
205,47674119,08:02:00,08:02:00,80402,26,804 - Atlantic Station,0,0,2019-01-16 08:02:00,1
206,47674119,08:04:00,08:04:00,80401,27,804 - Atlantic Station,0,0,2019-01-16 08:04:00,1
207,47674120,09:26:00,09:26:00,80427,1,804 - Atlantic Station,0,0,2019-01-16 09:26:00,1
208,47674120,09:28:00,09:28:00,80426,2,804 - Atlantic Station,0,0,2019-01-16 09:28:00,1
209,47674120,09:30:00,09:30:00,80425,3,804 - Atlantic Station,0,0,2019-01-16 09:30:00,1
210,47674120,09:33:00,09:33:00,80424,4,804 - Atlantic Station,0,0,2019-01-16 09:33:00,1
211,47674120,09:37:00,09:37:00,80423,5,804 - Atlantic Station,0,0,2019-01-16 09:37:00,1
212,47674120,09:40:00,09:40:00,80422,6,804 - Atlantic Station,0,0,2019-01-16 09:40:00,1
213,47674120,09:45:00,09:45:00,80421,7,804 - Atlantic Station,0,0,2019-01-16 09:45:00,1
214,47674120,09:48:00,09:48:00,80420,8,804 - Atlantic Station,0,0,2019-01-16 09:48:00,1
215,47674120,09:50:00,09:50:00,80419,9,804 - Atlantic Station,0,0,2019-01-16 09:50:00,1
216,47674120,09:52:00,09:52:00,80418,10,804 - Atlantic Station,0,0,2019-01-16 09:52:00,1
217,47674120,09:53:00,09:53:00,80417,11,804 - Atlantic Station,0,0,2019-01-16 09:53:00,1
218,47674120,09:55:00,09:55:00,80416,12,804 - Atlantic Station,0,0,2019-01-16 09:55:00,1
219,47674120,09:58:00,09:58:00,80415,13,804 - Atlantic Station,0,0,2019-01-16 09:58:00,1
220,47674120,10:02:00,10:02:00,80414,14,804 - Atlantic Station,0,0,2019-01-16 10:02:00,1
221,47674120,10:05:00,10:05:00,80413,15,804 - Atlantic Station,0,0,2019-01-16 10:05:00,1
222,47674120,10:07:00,10:07:00,80412,16,804 - Atlantic Station,0,0,2019-01-16 10:07:00,1
223,47674120,10:09:00,10:09:00,80411,17,804 - Atlantic Station,0,0,2019-01-16 10:09:00,1
224,47674120,10:12:00,10:12:00,80410,18,804 - Atlantic Station,0,0,2019-01-16 10:12:00,1
225,47674120,10:14:00,10:14:00,80409,19,804 - Atlantic Station,0,0,2019-01-16 10:14:00,1
226,47674120,10:18:00,10:18:00,80408,20,804 - Atlantic Station,0,0,2019-01-16 10:18:00,1
227,47674120,10:22:00,10:22:00,80407,21,804 - Atlantic Station,0,0,2019-01-16 10:22:00,1
228,47674120,10:24:00,10:24:00,80406,22,804 - Atlantic Station,0,0,2019-01-16 10:24:00,1
229,47674120,10:26:00,10:26:00,80405,23,804 - Atlantic Station,0,0,2019-01-16 10:26:00,1
230,47674120,10:29:00,10:29:00,80404,24,804 - Atlantic Station,0,0,2019-01-16 10:29:00,1
231,47674120,10:33:00,10:33:00,80403,25,804 - Atlantic Station,0,0,2019-01-16 10:33:00,1
232,47674120,10:35:00,10:35:00,80402,26,804 - Atlantic Station,0,0,2019-01-16 10:35:00,1
233,47674120,10:37:00,10:37:00,80401,27,804 - Atlantic Station,0,0,2019-01-16 10:37:00,1
234,47674121,11:50:00,11:50:00,80427,1,804 - Atlantic Station,0,0,2019-01-16 11:50:00,1
235,47674121,11:52:00,11:52:00,80426,2,804 - Atlantic Station,0,0,2019-01-16 11:52:00,1
236,47674121,11:54:00,11:54:00,80425,3,804 - Atlantic Station,0,0,2019-01-16 11:54:00,1
237,47674121,11:57:00,11:57:00,80424,4,804 - Atlantic Station,0,0,2019-01-16 11:57:00,1
238,47674121,12:01:00,12:01:00,80423,5,804 - Atlantic Station,0,0,2019-01-16 12:01:00,1
239,47674121,12:04:00,12:04:00,80422,6,804 - Atlantic Station,0,0,2019-01-16 12:04:00,1
240,47674121,12:09:00,12:09:00,80421,7,804 - Atlantic Station,0,0,2019-01-16 12:09:00,1
241,47674121,12:12:00,12:12:00,80420,8,804 - Atlantic Station,0,0,2019-01-16 12:12:00,1
242,47674121,12:14:00,12:14:00,80419,9,804 - Atlantic Station,0,0,2019-01-16 12:14:00,1
243,47674121,12:16:00,12:16:00,80418,10,804 - Atlantic Station,0,0,2019-01-16 12:16:00,1
244,47674121,12:17:00,12:17:00,80417,11,804 - Atlantic Station,0,0,2019-01-16 12:17:00,1
245,47674121,12:19:00,12:19:00,80416,12,804 - Atlantic Station,0,0,2019-01-16 12:19:00,1
246,47674121,12:22:00,12:22:00,80415,13,804 - Atlantic Station,0,0,2019-01-16 12:22:00,1
247,47674121,12:26:00,12:26:00,80414,14,804 - Atlantic Station,0,0,2019-01-16 12:26:00,1
248,47674121,12:29:00,12:29:00,80413,15,804 - Atlantic Station,0,0,2019-01-16 12:29:00,1
249,47674121,12:31:00,12:31:00,80412,16,804 - Atlantic Station,0,0,2019-01-16 12:31:00,1
250,47674121,12:33:00,12:33:00,80411,17,804 - Atlantic Station,0,0,2019-01-16 12:33:00,1
251,47674121,12:36:00,12:36:00,80410,18,804 - Atlantic Station,0,0,2019-01-16 12:36:00,1
252,47674121,12:38:00,12:38:00,80409,19,804 - Atlantic Station,0,0,2019-01-16 12:38:00,1
253,47674121,12:42:00,12:42:00,80408,20,804 - Atlantic Station,0,0,2019-01-16 12:42:00,1
254,47674121,12:46:00,12:46:00,80407,21,804 - Atlantic Station,0,0,2019-01-16 12:46:00,1
255,47674121,12:48:00,12:48:00,80406,22,804 - Atlantic Station,0,0,2019-01-16 12:48:00,1
256,47674121,12:50:00,12:50:00,80405,23,804 - Atlantic Station,0,0,2019-01-16 12:50:00,1
257,47674121,12:53:00,12:53:00,80404,24,804 - Atlantic Station,0,0,2019-01-16 12:53:00,1
